doi,name,affiliation,publisher,type
10.1029/2005jg000010,"van Huissteden, J.","Faculty of Earth and Life Sciences, Department of Hydrology and Geo-environmental Sciences; Vrije Universiteit; Amsterdam Netherlands",American Geophysical Union (AGU),JOUR
10.1177/0022427816680681,"Bernasco, Wim","Netherlands Institute for the Study of Crime and Law Enforcement (NSCR), Amsterdam, the Netherlands; Department of Spatial Economics, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",SAGE Publications,JOUR
10.1111/acps.13136,"Thesing, C. S.",Department of Psychiatry Amsterdam Public Health Research Institute Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1002/per.2224,"Columbus, Simon",Vrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1002/qua.26111,"Grimmel, Stephanie A.","Amsterdam Center for Multiscale Modeling, Faculty of ScienceVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1093/ijpor/edz046,"Morren, Meike","Department of Marketing, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1177/0143831x19890674,"Pavlopoulos, Dimitris","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/13523260.2019.1698182,"Anholt, Rosanne","Department of Political Science and Public Administration, Vrije Universiteit Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.4155/fmc-2019-0207,"Hennig, Sven","Department of Chemistry & Pharmaceutical Sciences, Vrije Universiteit Amsterdam, De Boelelaan 1108, Amsterdam 1081 HZ, The Netherlands",Future Science Ltd,JOUR
10.1111/dmcn.14415,"Haberfehlner, Helga",Department of Rehabilitation Medicine Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam Movement Sciences Amsterdamthe Netherlands,Wiley,JOUR
10.1021/acs.orglett.9b04387,"Collet, Jurriën W.","Department of Chemistry and Pharmaceutical Sciences and Amsterdam Institute for Molecules, Medicines & Systems (AIMMS), Vrije Universiteit Amsterdam, De Boelelaan 1108, 1081 HZ Amsterdam, The Netherlands; Organic Synthesis, Department of Chemistry, University of Antwerp, Groenenborgerlaan 171, 2020 Antwerp, Belgium",American Chemical Society (ACS),JOUR
10.1029/2019jg005511,"Bröder, Lisa","Department of Earth SciencesVrije Universiteit Amsterdam Amsterdam The Netherlands; Geological Institute, Swiss Federal Institute of Technology (ETH) Zürich Switzerland",American Geophysical Union (AGU),JOUR
10.1002/pmic.201900403,"Spek, Sophie J. F.",Department of Molecular and Cellular NeurobiologyCenter for Neurogenomics and Cognitive ResearchVrije Universiteit De Boelelaan 1085 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1111/cch.12750,"Magai, Dorcas N.","Centre for Geographic Medicine Research CoastKenya Medical Research Institute Kilifi Kenya; Department of Clinical, Neuro‐ and Developmental Psychology, Public Health Research InstituteVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1093/nar/gkaa061,"Meijering, Anna E C","Department of Physics and Astronomy and LaserLaB Amsterdam, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1021/acs.jctc.9b00890,"Rifai, Eko Aditya","AIMMS Division of Molecular and Computational Toxicology, Department of Chemistry and Pharmaceutical Sciences, Vrije Universiteit Amsterdam, De Boelelaan 1108, 1081 HZ Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1021/acs.jctc.9b00854,"Förster, Arno","Theoretical Chemistry, Vrije Universiteit, De Boelelaan 1083, NL-1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1080/07036337.2020.1723577,"Davies, Gareth","European Law, Faculty of Law, Vrije Universiteit, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1093/bioinformatics/btz961,"Pham, Thang V","OncoProteomics Laboratory, Department of Medical Oncology, Cancer Center Amsterdam, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam 1081 HV, The Netherlands",Oxford University Press (OUP),JOUR
10.1080/14616734.2020.1719427,"Lotz, Anna M.","Clinical Child & Family Studies, Faculty of Behavioral and Movement Sciences, Vrije Universiteit, Amsterdam, the Netherlands; Leiden Institute for Brain and Cognition, Leiden University Medical Center, Leiden, the Netherlands",Informa UK Limited,JOUR
10.1111/bdi.12888,"Dols, Annemiek",Psychiatry Amsterdam Public Health Research Institute Amsterdam Neuroscience Amsterdam UMC Vrije Universiteit Amsterdam The Netherlands; GGZ inGeest Specialized Mental Health Care Amsterdam The Netherlands,Wiley,JOUR
10.1080/1359432x.2020.1714717,"Dóci, Edina","School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/dme.14226,"Wit, M.",Amsterdam UMC Vrije Universiteit Amsterdam Medical Psychology Amsterdam Public Health Amsterdam The Netherlands,Wiley,JOUR
10.1111/dmcn.14476,"Koot, Hans M","Department of Clinical, Neuro‐ and Developmental Psychology Amsterdam Public Health Research Institute Vrije Universiteit Amsterdam Amsterdam the Netherlands",Wiley,JOUR
10.1111/dme.14228,"Lakerveld, J.",Department of Epidemiology and Biostatistics Amsterdam University Medical Centres Vrije Universteit Amsterdam The Netherlands; Julius Center for Health Sciences and Primary Care University Medical Center Utrecht Utrecht The Netherlands,Wiley,JOUR
10.1080/20008198.2019.1694347,"de Graaff, Anne M.","Department of Clinical, Neuro- and Developmental Psychology, Amsterdam Public Health Research Institute, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/nyas.14304,"Moorselaar, Dirk",Department of Experimental and Applied PsychologyVrije Universiteit Amsterdam and Institute of Brain and Behavior Amsterdam Amsterdam the Netherlands,Wiley,JOUR
10.1080/14737175.2020.1712807,"Cuijpers, Pim","Department of Clinical, Neuro and Developmental Psychology, Amsterdam Public Health research institute, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/cge.13700,"Marsili, Luisa","Clinique de GénétiqueCHU Lille Lille France; Department of Clinical Genetics, Amsterdam UMCVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1111/ivb.12275,"Swart, Elferra M.",Department of Ecological Science Faculty of Science Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1002/pbc.28165,"Steur, Lindsay M. H.","Emma Children's Hospital, Amsterdam UMCVrije Universiteit Amsterdam, Pediatric Oncology, Cancer Center Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1111/sjos.12443,"Dobler, Dennis","Department of Mathematics, Faculty of ScienceVrije Universiteit Amsterdam",Wiley,JOUR
10.1111/chso.12368,"Lems, Eva",Vrije Universiteit Athena Institute Amsterdam The Netherlands,Wiley,JOUR
10.1002/prca.201900058,"Zaura, Egija",Department of Preventive DentistryAcademic Centre for Dentistry Amsterdam (ACTA)Vrije Universiteit Amsterdam and University of Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1287/trsc.2019.0912,"Hoogeboom, Maaike","Department of Supply Chain Analytics, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, Netherlands;",Institute for Operations Research and the Management Sciences (INFORMS),JOUR
10.1002/qj.3757,"De Luca, P.",Geography and EnvironmentLoughborough University Loughborough UK; Department of Earth SciencesUppsala University Uppsala Sweden; Centre of Natural Hazards and Disaster Science (CNDS) Uppsala Sweden; Department of Water and Climate RiskVrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.5281/zenodo.3634366,"Gunes, Yasin",Vrije Universiteit Amsterdam,Zenodo,COMP
10.5281/zenodo.3634367,"Gunes, Yasin",Vrije Universiteit Amsterdam,Zenodo,COMP
10.5281/zenodo.3633108,IE Bonestroo,Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3633107,IE Bonestroo,Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3633098,IE Bonestroo,Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3633099,IE Bonestroo,Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3627117,"Hengst, Floris Den",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3627118,"Hengst, Floris Den",Vrije Universiteit Amsterdam,Zenodo,DATA
10.1080/09638288.2019.1651908,"van Bruggen, Suus G. J.","Department of Trauma Surgery, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, Netherlands;",Informa UK Limited,JOUR
10.1029/2018gl078659,"Bakker, Pepijn",MARUM‐Center for Marine Environmental SciencesUniversity of Bremen Bremen Germany; Now at Faculty of Earth and Life SciencesVrije Universiteit Amsterdam Amsterdam Netherlands,American Geophysical Union (AGU),JOUR
10.1111/puar.13141,"de Geus, Christa J. C.","Amsterdam UMC, Vrije Universiteit Amsterdam",Wiley,JOUR
10.14282/2198-0411-gcrp-22,"Werner, Wouter",Vrije Universiteit Amsterdam,Käte Hamburger Kolleg / Centre for Global Cooperation Research (KHK/GCR21),RPRT
10.5281/zenodo.3606813,"Meroño-Peñuela, Albert",Vrije Universiteit Amsterdam,Zenodo,COMP
10.5281/zenodo.1064391,"Meroño-Peñuela, Albert",Vrije Universiteit Amsterdam,Zenodo,COMP
10.1002/jbm.a.36870,"Verstappen, Johanna F. M.","Department of Oral Cell Biology, Academic Centre for Dentistry Amsterdam (ACTA)University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam Movement Sciences Amsterdam The Netherlands",Wiley,JOUR
10.1061/(asce)0733-9364(2004)130:3(337),"Bossink, Bart A. G.","Associate Professor, Vrije Univ. Amsterdam, Faculty of Economics and Business Administration, De Boelelaan 1105, 1081 HV Amsterdam, The Netherlands.",American Society of Civil Engineers (ASCE),JOUR
10.15166/2499-8249/320,"Spijkerboer, Thomas",Vrije Universiteit Amsterdam,European Papers (www.europeanpapers.eu),RPRT
10.1111/tme.12659,"Turenhout, Elisabeth C.","Department of Anaesthesiology, Amsterdam UMCVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1373/clinchem.2019.303701,"Sistermans, Erik A","Department of Clinical Genetics, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.1177/1079063219897065,"Wijkman, Miriam D. S.","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.5281/zenodo.3597328,"Kluft, Nick",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.5281/zenodo.3597329,"Kluft, Nick",Vrije Universiteit Amsterdam,Zenodo,RPRT
10.1177/0899764019869537,"van Teunenbroek, Claire","Vrije Universiteit Amsterdam, Noord-Holland, The Netherlands",SAGE Publications,JOUR
10.5281/zenodo.3593334,"Meroño-Peñuela, Albert",Vrije Universiteit Amsterdam,Zenodo,COMP
10.1177/1477370818773610,"van de Weijer, Steve G.A.","Netherlands Institute for the Study of Crime and Law Enforcement (NSCR), The Netherlands; Department of Spatial Economics, School of Business and Economics, Vrije Universiteit Amsterdam; Netherlands Institute for the Study of Crime and Law Enforcement (NSCR), The Netherlands",SAGE Publications,JOUR
10.1080/07350015.2017.1379407,"Bloemen, Hans G.","Department of Economics, Vrije Universiteit Amsterdam and Tinbergen Institute, De Boelelaan 1105, 1081 HV Amsterdam, The Netherlands ()",Informa UK Limited,JOUR
10.1080/14767058.2019.1670811,"Visser, Laura","Department of Obstetrics and Gynecology, Amsterdam UMC - Locatie Vrije Universiteit Amsterdam, Amsterdam, The Netherlands;",Informa UK Limited,JOUR
10.1111/adb.12701,"Riga, Danai","Department of Molecular and Cellular Neurobiology, Center for Neurogenomics and Cognitive Research, Amsterdam NeuroscienceVrije Universiteit Amsterdam The Netherlands",Wiley,JOUR
10.5281/zenodo.3567749,"Giovanopoulos, Christos",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3567750,"Giovanopoulos, Christos",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3576603,"Uta, Alexandru",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3576604,"Uta, Alexandru",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3581237,"Coolen, Bert","Department of Human Movement Sciences, Faculty of Behavioural and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam Movement Sciences, Van der Boechorststraat 7, 1081 BT Amsterdam, The Netherlands",Zenodo,DATA
10.5281/zenodo.3581238,"Coolen, Bert","Department of Human Movement Sciences, Faculty of Behavioural and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam Movement Sciences, Van der Boechorststraat 7, 1081 BT Amsterdam, The Netherlands",Zenodo,DATA
10.1111/joor.12849,"Selms, Maurits K. A.",Department of Orofacial Pain and Dysfunction Academic Centre for Dentistry Amsterdam (ACTA) University of Amsterdam and Vrije Universiteit Amsterdam Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.organomet.9b00584,"Rong, Mark K.","Department of Chemistry and Pharmaceutical Sciences, Vrije Universiteit Amsterdam, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1177/0004867419887804,"Bokma, Wicher A","Amsterdam UMC, Vrije Universiteit, Department of Psychiatry, Amsterdam Public Health Research Institute, Amsterdam, The Netherlands; Specialized Mental Health Care, GGZ InGeest, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.17026/dans-xbh-p5ht,"Boomsma, D.I.","Netherlands Twin Register, dept Biological Psychology , Vrije Universiteit Amsterdam",Data Archiving and Networked Services (DANS),DATA
10.1080/00222895.2018.1518311,"Brenner, Eli","Department of Human Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1177/026765919701200605,"de Vroege, R","Department of Cardiac Surgery, University Hospital, Vrije Universiteit Amsterdam, Amsterdam",SAGE Publications,JOUR
10.1123/jab.18.1.28,"Bobbert, Maarten F.",1Vrije UniversiteitAmsterdam,Human Kinetics,JOUR
10.1002/da.22895,"Bokma, Wicher A.","Department of Psychiatry, Amsterdam UMCVrije Universiteit, Psychiatry, Amsterdam Public Health Research InstituteAmsterdam The Netherlands; GGZ inGeest Specialized Mental Health CareAmsterdam The Netherlands",Wiley,JOUR
10.1027/1614-2241/a000053,"McAssey, Michael P.","Vrije Universiteit, Amsterdam, The Netherlands; University of California, Davis, CA, USA",Hogrefe Publishing Group,JOUR
10.1080/17461391.2019.1571112,"ten Haaf, Twan","Department of Human Movement Sciences, Faculty of Behavioural and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1111/ajag.12730,"Yeung, Suey S. Y.","Department of Medicine and Aged Care, @AgeMelbourne The Royal Melbourne Hospital The University of Melbourne Melbourne Victoria Australia; Department of Human Movement Sciences, @AgeAmsterdam Faculty of Behavioural and Movement Sciences Amsterdam Movement Sciences Vrije Universiteit Amsterdam The Netherlands",Wiley,JOUR
10.1098/rstb.2000.0771,"Kooijman, S.A.L.M","Department ofTheoretical Biology, Institute of Ecological Science, Vrije Universiteit, Amsterdam, The Netherlands (, )",The Royal Society,JOUR
10.3233/jad-190041,"van de Beek, Marleen","Department of Neurology, Alzheimer Center Amsterdam, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands",IOS Press,JOUR
10.1093/glycob/cwy096,"Blanas, Athanasios","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of Molecular Cell Biology and Immunology, Cancer Center Amsterdam, Amsterdam Infection & Immunity Institute, HZ Amsterdam, the Netherlands",Oxford University Press (OUP),JOUR
10.5281/zenodo.3523940,"Giovanopoulos, Christos",Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3523941,"Giovanopoulos, Christos",Vrije Universiteit Amsterdam,Zenodo,DATA
10.1177/1055665619885726,"Mermans, J.F.","Department of Plastic, Reconstructive and Hand Surgery — Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1177/0022034519889015,"Kahharova, D.","Department of Preventive Dentistry, Academic Centre for Dentistry Amsterdam (ACTA), Vrije Universiteit Amsterdam and University of Amsterdam, the Netherlands",SAGE Publications,JOUR
10.15139/s3/ettstr,"Rusbult, Caryl E.",(Vrije University),UNC Dataverse,DATA
10.1177/1368430219882489,"Ji, Tingting","Vrije Universiteit Amsterdam, the Netherlands",SAGE Publications,JOUR
10.5281/zenodo.3552820,"Eilander, Dirk",Institute for Environmental Studies - Vrije Universiteit Amsterdam,Zenodo,DATA
10.5281/zenodo.3258006,"Eilander, Dirk",Institute for Environmental Studies - Vrije Universiteit Amsterdam,Zenodo,DATA
10.1177/1753425919889392,"Moonen, Carolyn GJ","Department of Periodontology, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
